,dice_loss,iou_score
0,0.5010149031877518,0.4754844978451729
1,0.4938512444496155,0.6264723464846611
2,0.4434221088886261,0.7353591024875641
3,0.3894733637571335,0.7329187542200089
4,0.34535494446754456,0.7270663976669312
5,0.3180554062128067,0.7338228821754456
6,0.3288629800081253,0.6872673481702805
7,0.2877800911664963,0.7344874739646912
8,0.2651698440313339,0.7537798881530762
9,0.24639597535133362,0.766553983092308
10,0.22506515681743622,0.7869999706745148
11,0.22029398381710052,0.7908688932657242
12,0.21232648193836212,0.7961846888065338
13,0.2059255689382553,0.7944569885730743
14,0.19150583446025848,0.7961324453353882
15,0.1905481368303299,0.8003475666046143
16,0.1857510507106781,0.7998304218053818
17,0.18340615928173065,0.8009322285652161
18,0.18151454627513885,0.8027639985084534
19,0.2558088153600693,0.6749757528305054
20,0.18386739492416382,0.8038301020860672
21,0.19075694680213928,0.792154386639595
22,0.16734559834003448,0.812544971704483
23,0.15894635021686554,0.8111431300640106
24,0.15505002439022064,0.8144210427999496
25,0.15724584460258484,0.8147503882646561
26,0.1544952392578125,0.8195924460887909
27,0.14915896952152252,0.8187782466411591
28,0.14900587499141693,0.8232121020555496
29,0.15024539828300476,0.8250314146280289
30,0.14234879612922668,0.8255598396062851
31,0.13880030810832977,0.8277972936630249
32,0.1379413902759552,0.8286589682102203
33,0.13605338335037231,0.8253846615552902
34,0.1351364701986313,0.8242332488298416
35,0.1375400871038437,0.82457534968853
36,0.1316249966621399,0.829284206032753
37,0.12961462140083313,0.8288172036409378
38,0.12578827142715454,0.8333777189254761
39,0.12559224665164948,0.835444450378418
40,0.12272797524929047,0.8363365232944489
41,0.12349025905132294,0.8390763103961945
42,0.12076595425605774,0.8351106345653534
43,0.12301498651504517,0.8312715888023376
44,0.11880668997764587,0.8349503576755524
45,0.1152140349149704,0.8338485658168793
46,0.1153990775346756,0.8373720198869705
47,0.11332578957080841,0.8394071161746979
48,0.11169454455375671,0.8393437564373016
49,0.11168026924133301,0.8376905918121338
50,0.10926006734371185,0.8402558118104935
51,0.10934807360172272,0.8374107927083969
52,0.10724431276321411,0.8409217894077301
53,0.10872149467468262,0.8375127464532852
54,0.10674707591533661,0.8425062447786331
55,0.10529428720474243,0.8432239443063736
56,0.10429388284683228,0.8430234789848328
57,0.10275731980800629,0.8448443710803986
58,0.10267755389213562,0.8425970375537872
59,0.10482285916805267,0.8397888243198395
60,0.10429255664348602,0.8418514281511307
61,0.1017126590013504,0.8437043279409409
62,0.10226540267467499,0.8413865268230438
63,0.10344213247299194,0.8399574905633926
64,0.0993371307849884,0.8473280519247055
65,0.0989217758178711,0.8457132577896118
66,0.10000580549240112,0.8438092619180679
67,0.09819290041923523,0.8456049412488937
68,0.10228241980075836,0.8393601179122925
69,0.10106523334980011,0.8423565477132797
70,0.09915086627006531,0.8437063992023468
71,0.09856891632080078,0.8441359996795654
72,0.0994238406419754,0.8421249240636826
73,0.09804984927177429,0.8447680622339249
74,0.09816502034664154,0.8429262638092041
75,0.09678050875663757,0.8443105816841125
76,0.09595464169979095,0.8458526283502579
77,0.09389834105968475,0.8482646048069
78,0.09375284612178802,0.8477184474468231
79,0.09506303071975708,0.8450394123792648
80,0.09354624152183533,0.8480813801288605
81,0.09331446886062622,0.8491952419281006
82,0.09402939677238464,0.8483750373125076
83,0.09587296843528748,0.8441686630249023
84,0.09498965740203857,0.845847874879837
85,0.09401020407676697,0.8465418666601181
86,0.09381313621997833,0.8472293168306351
87,0.09457448124885559,0.8439643979072571
88,0.09348669648170471,0.8470237404108047
89,0.09423789381980896,0.84551702439785
90,0.09211528301239014,0.8492865413427353
91,0.0939374715089798,0.8467265516519547
92,0.09416110813617706,0.8447237312793732
93,0.09615431725978851,0.8415416777133942
94,0.09598687291145325,0.8423081338405609
95,0.09485265612602234,0.8420655131340027
96,0.09393288195133209,0.8444539606571198
97,0.09438519179821014,0.8430470824241638
98,0.09271535277366638,0.8445913195610046
99,0.09471426904201508,0.839333638548851
